City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Cayenne,GF,4.9333,-52.3333,76.08,1,75,2.3,broken clouds
453,Chabahar,IR,25.2919,60.643,79.2,61,0,8.3,clear sky
454,Port Lincoln,AU,-34.7333,135.8667,69.39,57,100,7.54,overcast clouds
455,Takoradi,GH,4.8845,-1.7554,85.96,69,75,11.45,broken clouds
456,San Quintin,MX,30.4833,-115.95,55.02,83,0,9.04,clear sky
457,Buin,CL,-33.7333,-70.75,74.05,27,0,1.99,clear sky
458,West Point,US,33.6076,-88.6503,30.11,85,0,3.44,clear sky
459,Quatre Cocos,MU,-20.2078,57.7625,77.11,84,55,12.24,light rain
460,Kibray,UZ,41.3873,69.4641,52.32,87,100,3.74,overcast clouds
461,Tanete,ID,-3.9443,119.7848,75.42,93,93,2.13,overcast clouds
462,Geraldton,AU,-28.7667,114.6,72.01,68,2,8.05,clear sky
463,Alabel,PH,6.1018,125.2905,79.41,84,19,3.85,few clouds
464,Talant,FR,47.3369,5.0089,53.4,76,100,4.61,light rain
465,Hamilton,US,39.1834,-84.5333,26.6,64,100,16.11,overcast clouds
466,Muisne,EC,0.6,-80.0333,79.63,76,46,2.44,scattered clouds
467,Abu Kamal,SY,34.4506,40.9171,61.43,22,98,7.63,overcast clouds
468,Novyy Urengoy,RU,66.0833,76.6333,-1.77,100,83,7.54,broken clouds
469,Pimentel,PE,-6.8367,-79.9342,73.69,73,0,4.61,clear sky
470,Fairbanks,US,64.8378,-147.7164,-11.24,64,0,0.0,clear sky
471,Isangel,VU,-19.55,169.2667,77.94,80,94,4.97,overcast clouds
472,Kargasok,RU,59.0556,80.8572,-7.73,100,17,1.39,few clouds
473,Cortez,US,37.3489,-108.5859,30.7,93,0,5.75,clear sky
474,Sendenhorst,DE,51.8333,7.8333,64.06,42,100,9.04,overcast clouds
475,Chon Daen,TH,16.1895,100.8596,94.37,29,100,1.88,overcast clouds
476,Rohru,IN,31.2167,77.75,58.15,40,0,2.73,clear sky
477,Sualkuchi,IN,26.17,91.5709,80.58,57,40,0.0,haze
478,Lebedinyy,RU,58.5167,125.5167,-0.38,99,100,2.06,overcast clouds
479,Goma,CD,-1.6792,29.2228,68.52,83,100,1.72,light rain
480,Hovd,MN,48.0056,91.6419,29.68,56,69,7.52,broken clouds
481,Tateyama,JP,34.9833,139.8667,63.1,79,100,27.04,overcast clouds
482,Teeli,RU,51.0333,90.2333,16.39,97,100,2.08,light snow
483,Madera,US,37.1666,-119.8343,58.08,46,100,1.01,overcast clouds
484,General Roca,AR,-39.0333,-67.5833,65.62,45,71,12.8,broken clouds
485,Severnoye,RU,56.3491,78.3619,1.56,96,26,6.4,scattered clouds
486,Paamiut,GL,61.994,-49.6678,6.13,67,100,5.64,overcast clouds
487,Santiago De Cao,PE,-7.9589,-79.2392,69.93,83,86,6.91,mist
488,Banda Aceh,ID,5.5577,95.3222,81.01,78,14,2.89,few clouds
489,Baragua,CU,21.6967,-78.6328,80.28,68,13,15.21,few clouds
490,Aksu,CN,41.1231,80.2644,57.69,27,100,5.99,overcast clouds
491,Karema,TZ,-6.8205,30.4389,77.47,70,97,5.64,overcast clouds
492,Necochea,AR,-38.5473,-58.7368,67.23,68,89,11.3,overcast clouds
493,Farrukhnagar,IN,17.0778,78.2011,87.51,24,11,6.76,few clouds
494,Camacupa,AO,-12.0167,17.4833,74.82,63,100,7.72,light rain
495,Praya,CV,14.9215,-23.5087,81.14,36,20,27.63,few clouds
496,Beloha,MG,-25.1667,45.05,82.99,60,19,19.39,few clouds
497,Luwuk,ID,-0.9516,122.7875,78.03,90,99,4.27,overcast clouds
498,Christchurch,NZ,-43.5333,172.6333,57.94,77,75,4.61,broken clouds
499,Ismailia,EG,30.6043,32.2723,60.87,48,75,14.97,broken clouds
500,Duldurga,RU,50.6761,113.5931,16.25,95,100,1.12,overcast clouds
501,Arboletes,CO,8.8505,-76.4269,81.79,77,85,1.63,overcast clouds
502,Sydney,AU,-33.8679,151.2073,68.11,88,75,4.61,broken clouds
503,Araouane,ML,18.9048,-3.5265,91.18,6,0,5.73,clear sky
504,Takaungu,KE,-3.6837,39.8566,82.72,68,78,16.17,broken clouds
505,Artyom,AZ,40.4723,50.333,42.94,66,100,17.45,overcast clouds
506,Dalvik,IS,65.9702,-18.5286,35.53,75,43,4.41,scattered clouds
507,Garissa,KE,-0.4536,39.6401,99.81,21,36,6.8,scattered clouds
508,Los Reyes,MX,19.35,-98.9667,51.91,66,0,4.61,clear sky
509,Nouadhibou,MR,20.931,-17.0347,78.78,38,0,17.27,clear sky
510,Yerbogachen,RU,61.2767,108.0108,-22.2,100,25,0.76,scattered clouds
511,Golden,US,39.7555,-105.2211,37.65,58,40,5.01,scattered clouds
512,Semnan,IR,35.5729,53.3971,71.44,15,0,6.91,clear sky
513,Pachino,IT,36.7186,15.0907,50.79,72,100,8.25,overcast clouds
514,Preobrazheniye,RU,42.9019,133.9064,32.2,86,67,3.83,broken clouds
515,Nantucket,US,41.2835,-70.0995,28.51,56,0,27.63,clear sky
516,Luanda,AO,-8.8368,13.2343,81.3,71,100,11.72,overcast clouds
517,Tukrah,LY,32.5341,20.5791,57.7,58,97,9.46,overcast clouds
518,Palmeirais,BR,-5.9778,-43.0633,86.59,62,96,4.36,overcast clouds
519,Acapulco,MX,16.8634,-99.8901,69.62,88,40,4.61,scattered clouds
520,Adrar,MR,20.5022,-10.0711,85.86,7,0,8.59,clear sky
521,Evensk,RU,61.95,159.2333,10.35,78,96,10.13,overcast clouds
522,Kuopio,FI,62.8924,27.677,40.95,60,0,2.3,clear sky
523,Talcahuano,CL,-36.7167,-73.1167,60.48,77,0,5.75,clear sky
524,Taiyuan,CN,37.8694,112.5603,46.26,76,57,8.95,mist
525,Gamba,GA,-2.65,10.0,84.36,66,100,1.59,overcast clouds
526,Murgab,TM,37.4966,61.9714,55.27,94,100,9.22,mist
527,Palana,RU,59.1167,159.9667,2.84,92,9,5.95,clear sky
528,Salalah,OM,17.0151,54.0924,82.49,61,0,4.61,clear sky
529,Mangit,UZ,40.5971,70.9607,56.77,91,100,5.08,overcast clouds
530,Pinega,RU,64.7001,43.3936,26.2,85,99,8.57,overcast clouds
531,Vestmanna,FO,62.1564,-7.1664,43.72,87,100,24.16,overcast clouds
532,Salta,AR,-24.7859,-65.4117,66.58,75,20,1.14,few clouds
533,Porto Walter,BR,-8.2686,-72.7439,72.34,100,100,0.18,overcast clouds
534,Vanimo,PG,-2.6741,141.3028,79.02,88,71,5.19,broken clouds
535,Tarancon,ES,40.0085,-3.0073,52.23,52,45,8.7,scattered clouds
536,Grand Gaube,MU,-20.0064,57.6608,77.4,87,22,10.0,light rain
537,Sulina,RO,45.1559,29.6536,37.29,62,100,3.0,overcast clouds
538,Rio De Janeiro,BR,-22.9028,-43.2075,88.02,67,20,6.91,few clouds
539,Yulara,AU,-25.2406,130.9889,87.64,20,80,3.44,broken clouds
540,Hobyo,SO,5.3505,48.5268,80.89,68,6,18.21,clear sky
541,Kashi,CN,39.4547,75.9797,65.41,19,20,17.9,sand
542,Sorland,NO,67.667,12.6934,42.4,86,65,12.82,broken clouds
543,Taoudenni,ML,22.6783,-3.9836,89.6,6,0,5.97,clear sky
544,Nishihara,JP,26.1842,127.7558,69.85,86,40,4.61,scattered clouds
545,Shelburne,CA,44.0787,-80.2041,14.45,82,100,15.46,overcast clouds
546,Cervo,ES,43.6702,-7.4101,55.96,61,95,12.84,overcast clouds
547,Peleduy,RU,59.6289,112.7406,0.93,99,100,1.23,overcast clouds
548,Iqaluit,CA,63.7506,-68.5145,-25.31,67,20,4.61,few clouds
549,Edwardsville,US,38.8114,-89.9532,43.95,54,40,14.0,scattered clouds
550,Sabha,LY,27.0377,14.4283,69.93,11,0,5.19,clear sky
551,Port Moresby,PG,-9.4431,147.1797,78.22,94,20,2.3,few clouds
552,Olafsvik,IS,64.8945,-23.7142,37.0,73,87,26.17,overcast clouds
553,Ramsar,IR,36.9226,50.6426,47.64,93,100,6.91,light intensity drizzle
554,Mildura,AU,-34.2,142.15,75.16,53,6,4.61,clear sky
555,Kawhia,NZ,-38.0651,174.8183,56.95,73,49,5.12,scattered clouds
556,Arkhangelsk,RU,64.5401,40.5433,32.11,80,75,8.95,broken clouds
557,Portland,US,45.5234,-122.6762,45.18,90,100,14.0,moderate rain
558,Mandan,US,46.8267,-100.8896,31.95,83,0,5.75,clear sky
559,Adra,ES,36.7496,-3.0206,61.05,70,99,10.47,overcast clouds
560,Pafos,CY,34.7667,32.4167,49.78,29,75,20.71,broken clouds
561,Katobu,ID,-4.9408,122.5276,75.79,91,58,1.16,broken clouds
562,Say,NE,13.1007,2.3689,99.16,9,73,8.43,broken clouds
563,Kupang,ID,-10.1667,123.5833,79.5,87,88,4.76,overcast clouds
564,Ponerihouen,NC,-21.0833,165.4,78.94,84,89,7.07,overcast clouds
565,Villamontes,BO,-21.25,-63.5,68.16,89,100,2.04,overcast clouds
566,Rafaela,AR,-31.2503,-61.4867,75.0,41,17,4.45,few clouds
567,Namatanai,PG,-3.6667,152.4333,79.48,81,100,6.6,overcast clouds
568,Ust-Kuyga,RU,70.0167,135.6,-18.56,100,100,2.26,overcast clouds
569,Jega,NG,12.2175,4.3792,100.78,9,100,5.06,overcast clouds
570,Kalabo,ZM,-14.97,22.6814,78.89,63,92,6.02,light rain
571,Trelew,AR,-43.249,-65.3051,74.28,32,10,11.7,clear sky
572,Damghan,IR,36.1683,54.348,65.91,20,0,17.47,clear sky
573,Siquijor,PH,9.2142,123.515,81.55,84,76,5.46,broken clouds
574,Ericeira,PT,38.9627,-9.4156,61.3,61,40,6.91,scattered clouds
575,Guarapari,BR,-20.6667,-40.4975,86.9,63,0,9.95,clear sky
576,Jackson,US,42.4165,-122.8345,42.67,81,100,5.75,overcast clouds
577,Tocopilla,CL,-22.092,-70.1979,72.59,69,20,5.32,few clouds
578,Viedma,AR,-40.8135,-62.9967,67.82,42,57,13.0,broken clouds
579,Ust-Nera,RU,64.5667,143.2,-5.82,98,100,2.42,overcast clouds
580,Slavyanka,RU,42.8633,131.3847,32.65,95,96,6.17,overcast clouds
581,Hualmay,PE,-11.0964,-77.6139,74.52,76,99,5.48,overcast clouds
582,Labuhan,ID,-6.8844,112.2051,79.81,84,100,2.57,light rain
583,Changping,CN,40.2186,116.2197,46.04,60,100,7.0,overcast clouds
584,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,74.82,48,98,6.29,overcast clouds
585,Greymouth,NZ,-42.4667,171.2,53.82,84,0,6.26,clear sky
586,Matamoros,MX,25.5333,-103.25,44.71,31,0,0.0,clear sky
587,Montrose,US,38.4166,-108.2673,17.53,71,0,3.11,clear sky
588,Saint-Augustin,CA,51.226,-58.6502,16.23,86,100,21.94,overcast clouds
589,Sumbuya,SL,7.6467,-11.9611,99.97,34,100,6.31,overcast clouds
590,Bodmin,GB,50.4715,-4.7243,54.45,71,40,18.41,scattered clouds
591,Sherman,US,33.6357,-96.6089,42.69,48,0,9.22,clear sky
592,Lima,PE,-12.0432,-77.0282,72.39,47,0,4.61,light rain
593,Udachnyy,RU,66.4167,112.4,-25.17,100,40,2.39,scattered clouds
594,Rantepao,ID,-2.9701,119.8978,68.29,96,99,1.95,overcast clouds
595,Khandyga,RU,62.6667,135.6,-14.89,100,95,2.86,overcast clouds
596,Lavumisa,SZ,-27.31,31.892,95.63,27,0,9.46,clear sky
597,Panaba,MX,21.2833,-88.2667,70.68,64,100,13.65,overcast clouds
598,Baruun-Urt,MN,46.6806,113.2792,22.66,74,100,6.17,overcast clouds
599,Tomatlan,MX,19.9333,-105.25,62.11,79,0,3.24,clear sky
600,Chodavaram,IN,17.8333,82.95,84.04,49,100,1.21,overcast clouds
601,Sibolga,ID,1.7427,98.7792,77.67,89,100,2.15,overcast clouds
602,Anadyr,RU,64.75,177.4833,-3.5,76,0,11.18,clear sky
603,Tshikapa,CD,-6.4167,20.8,80.15,67,92,0.89,overcast clouds
604,Ust-Barguzin,RU,53.45,108.9833,1.8,95,100,0.96,overcast clouds
605,Mehran,IR,33.1222,46.1646,67.35,19,0,10.98,clear sky
606,Chardara,KZ,41.2547,67.9692,56.21,54,100,1.48,overcast clouds
607,Harper,LR,4.375,-7.7169,85.12,68,100,6.49,overcast clouds
608,Zhanaozen,KZ,43.3,52.8,38.75,48,94,8.12,overcast clouds
609,Kaputa,ZM,-8.4689,29.6619,75.36,73,76,7.14,light rain
610,Mugur-Aksy,RU,50.35,90.5,18.99,91,100,4.81,overcast clouds
611,Clearwater,US,27.9659,-82.8001,45.93,54,0,11.5,clear sky
612,Gizo,SB,-8.103,156.8419,82.63,68,91,5.17,overcast clouds
613,Matagami,CA,49.7502,-77.6328,-3.89,71,100,4.61,overcast clouds
614,Ixtapa,MX,20.7,-105.2,62.22,94,75,3.44,broken clouds
615,Cururupu,BR,-1.8283,-44.8683,82.02,81,76,2.75,broken clouds
616,Vostok,RU,46.4856,135.8833,21.06,98,100,0.98,light snow
617,Berbera,SO,10.4396,45.0143,80.85,69,84,11.99,broken clouds
618,Bambanglipuro,ID,-7.95,110.2833,80.42,86,100,3.62,overcast clouds
619,Awbari,LY,26.5921,12.7805,70.97,10,0,7.52,clear sky
620,Salinopolis,BR,-0.6136,-47.3561,76.55,93,100,2.71,overcast clouds
621,Mahon,ES,39.8885,4.2658,59.56,88,75,14.97,broken clouds
622,Pisco,PE,-13.7,-76.2167,75.25,78,100,3.44,overcast clouds
623,Anaco,VE,9.4389,-64.4728,83.3,53,84,11.39,broken clouds
624,Luganville,VU,-15.5333,167.1667,79.59,83,100,4.83,overcast clouds
625,Flinders,AU,-34.5833,150.8552,65.37,88,15,4.0,few clouds
626,Teguldet,RU,57.3064,88.1667,-2.54,98,78,4.43,broken clouds
627,Murray Bridge,AU,-35.1167,139.2667,69.82,37,100,4.07,overcast clouds
628,Samoded,RU,63.6083,40.5111,25.84,89,92,8.14,overcast clouds
629,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,75,48,9.6,scattered clouds
630,Wuda,CN,39.4994,106.7117,49.23,23,2,17.67,clear sky
631,Gannan,CN,47.9147,123.5031,25.97,75,99,4.05,overcast clouds
632,Yatou,CN,37.15,122.3833,44.4,91,100,1.99,overcast clouds
633,Pirai Do Sul,BR,-24.5261,-49.9486,67.93,96,99,4.29,light rain
634,Batemans Bay,AU,-35.7167,150.1833,67.1,94,7,3.94,clear sky
635,Annau,TM,37.8876,58.516,47.7,71,100,6.91,overcast clouds
636,Dryden,CA,49.7833,-92.7503,10.69,85,100,6.91,overcast clouds
637,Lasa,IT,46.6166,10.7002,47.7,69,17,5.75,few clouds
638,Salas,ES,43.4118,-6.2602,57.34,46,100,0.85,overcast clouds
639,Kimbe,PG,-5.5502,150.1429,77.23,91,99,2.82,overcast clouds
640,Uberlandia,BR,-18.9186,-48.2772,76.21,69,40,5.75,scattered clouds
641,Bogovarovo,RU,58.9785,47.0246,28.38,89,100,3.42,overcast clouds
642,Yuci,CN,37.6803,112.7319,46.15,76,47,8.95,mist
643,Tymovskoye,RU,50.8456,142.655,17.98,98,100,1.3,overcast clouds
644,Luena,AO,-11.7833,19.9167,74.35,68,95,4.63,light rain
645,Kirovskiy,RU,45.0917,133.5136,27.93,98,100,4.0,overcast clouds
646,Dongli,CN,23.5656,116.8194,73.38,68,20,8.95,few clouds
647,Port Augusta,AU,-32.5,137.7667,77.45,24,100,6.22,overcast clouds
648,Balod,IN,20.73,81.2047,80.65,12,0,4.12,clear sky
649,Bereznik,RU,62.8551,42.7072,26.87,88,99,7.81,overcast clouds
650,Manokwari,ID,-0.8667,134.0833,80.4,79,90,0.85,overcast clouds
651,Nuqui,CO,5.7125,-77.2708,79.88,82,90,1.83,light rain
652,Riyadh,SA,24.6877,46.7219,86.14,11,0,7.78,clear sky
653,Killybegs,IE,54.6333,-8.45,47.91,89,97,19.53,overcast clouds
654,Saquena,PE,-4.6667,-73.5167,79.2,84,98,2.06,overcast clouds
655,Iaciara,BR,-14.0958,-46.6317,85.86,55,95,0.92,overcast clouds
656,Brae,GB,60.3964,-1.353,43.5,91,100,27.81,overcast clouds
657,Ascension,US,30.2169,-90.9001,44.01,57,0,4.61,clear sky
658,Ulaangom,MN,49.9811,92.0667,7.75,92,91,5.86,overcast clouds
659,Wanaka,NZ,-44.7,169.15,55.11,79,5,1.86,clear sky
660,Yagodnoye,RU,62.55,149.6667,-8.52,100,100,2.08,overcast clouds
661,Jambi,ID,-1.6,103.6167,76.57,95,100,1.05,overcast clouds
662,Ilo,PE,-17.6394,-71.3375,72.82,79,21,6.35,few clouds
663,Alice Springs,AU,-23.7,133.8833,76.55,25,11,5.75,few clouds
664,Ust-Maya,RU,60.4167,134.5333,-4.56,100,99,0.67,overcast clouds
665,Kozlovka,RU,55.8428,48.2492,25.9,95,100,9.78,light snow
666,Bam,IR,29.106,58.357,86.36,13,55,7.38,broken clouds
667,Roma,US,43.2128,-75.4557,21.81,84,100,8.05,mist
668,Kawalu,ID,-7.3817,108.2082,74.64,97,100,2.35,heavy intensity rain
669,Hohhot,CN,40.8106,111.6522,53.89,22,33,31.32,sand
670,Alexandria,EG,31.2156,29.9553,57.16,58,40,16.11,scattered clouds
671,Carupano,VE,10.6678,-63.2585,81.01,68,98,10.56,overcast clouds
672,Shemonaikha,KZ,50.6328,81.9056,30.96,99,100,7.92,light snow
673,Kitimat,CA,54.0524,-128.6534,32.38,32,100,1.57,overcast clouds
674,Tutoia,BR,-2.7619,-42.2744,84.81,67,60,7.18,broken clouds
675,Mastung,PK,29.7994,66.845,73.33,29,5,6.02,clear sky
676,Abha,SA,18.2164,42.5053,75.02,41,20,14.97,few clouds
677,Domoni,KM,-12.2569,44.5319,82.09,78,100,6.2,overcast clouds
678,Savalou,BJ,7.9281,1.9756,101.25,26,16,4.68,few clouds
679,Alba,PL,52.0324,23.1165,40.87,54,13,7.74,few clouds
680,Korla,CN,41.7597,86.1469,56.62,31,67,1.16,broken clouds
